species,sex,day,month,year,recap,wt_with_bag,bag_wt,ticks
Goldfinch,M,7,1,2011,0,14.71,0,0
Chaffinch,F,7,1,2011,0,21.34,0,0
Chaffinch,F,7,1,2011,0,21.13,0,0
Blue tit,,7,1,2011,1,11.97,0,0
Blue tit,,7,1,2011,1,11.91,0,0
Goldfinch,M,7,1,2011,0,17.88,0,0
Goldfinch,M,7,1,2011,0,18.15,0,0
Blue tit,,7,1,2011,0,12.63,0,0
Blue tit,,7,1,2011,1,12.63,0,0
Blue tit,,7,1,2011,0,11,0,0
Blue tit,,7,1,2011,1,12.29,0,0
Blue tit,,7,1,2011,1,11.32,0,0
Chaffinch,F,7,1,2011,0,21.46,0,0
Siskin,M,7,1,2011,1,12.87,0,0
Goldfinch,M,7,1,2011,0,16.22,0,0
Blue tit,,7,1,2011,1,11.67,0,0
Coal tit,,7,1,2011,1,9.11,0,0
Coal tit,,7,1,2011,1,9.65,0,0
Chaffinch,M,7,1,2011,0,23.38,0,0
Chaffinch,F,7,1,2011,0,22.85,0,0
Chaffinch,F,7,1,2011,0,21.69,0,0
Great tit,F,7,1,2011,0,18.79,0,0
Blue tit,,7,1,2011,0,11.73,0,0
Coal tit,,7,1,2011,1,9.18,0,0
Blue tit,,7,1,2011,1,11.98,0,0
Chaffinch,F,7,1,2011,0,23.41,0,0
Chaffinch,M,7,1,2011,0,24.58,0,0
Chaffinch,M,7,1,2011,0,22.48,0,0
Blue tit,,7,1,2011,1,12.01,0,0
Siskin,F,7,1,2011,0,12.03,0,0
Dunnock,,7,1,2011,1,25.02,0,0
Blue tit,,7,1,2011,0,10.81,0,0
Blue tit,,7,1,2011,0,11.43,0,0
Chaffinch,M,7,1,2011,0,25,0,0
Chaffinch,M,7,1,2011,0,26.84,0,0
Blue tit,,7,1,2011,0,11.35,0,0
Blue tit,,7,1,2011,1,11.61,0,0
Blue tit,,7,1,2011,0,10.92,0,0
Blue tit,,7,1,2011,1,11.16,0,0
Blue tit,,7,1,2011,0,12.38,0,0
Blue tit,,7,1,2011,1,10.8,0,0
Coal tit,,7,1,2011,0,9.73,0,0
Chaffinch,M,7,1,2011,0,22.53,0,0
Blue tit,,7,1,2011,1,11.32,0,0
Blue tit,,7,1,2011,1,12.36,0,0
Great tit,F,7,1,2011,0,20.43,0,0
Blue tit,,7,1,2011,0,12.3,0,0
Chaffinch,F,7,1,2011,0,20.47,0,0
Blue tit,,7,1,2011,0,13.54,0,0
Great tit,M,7,1,2011,1,21.56,0,0
Blue tit,,7,1,2011,1,12.42,0,0
Dunnock,,7,1,2011,1,24.16,0,0
Blue tit,,7,1,2011,0,12.01,0,0
Chaffinch,M,7,1,2011,0,22.63,0,0
Dunnock,,7,1,2011,1,25.53,0,0
Great tit,F,7,1,2011,1,22.75,0,0
Chaffinch,M,7,1,2011,0,22.58,0,0
Goldfinch,,7,1,2011,1,17.28,0,0
Chaffinch,M,7,1,2011,0,23.27,0,0
Chaffinch,M,7,1,2011,1,24.67,0,0
Siskin,M,7,1,2011,0,14.95,0,0
Siskin,F,7,1,2011,0,14.94,0,0
Blue tit,,7,1,2011,0,11.69,0,0
Blue tit,,7,1,2011,0,12.52,0,0
Blue tit,,7,1,2011,1,12.05,0,0
Siskin,M,7,1,2011,0,15.83,0,0
Chaffinch,F,7,1,2011,0,22.57,0,0
Chaffinch,F,7,1,2011,0,22.44,0,0
Chaffinch,M,7,1,2011,0,26.03,0,0
Blue tit,,7,1,2011,0,12.27,0,0
Chaffinch,M,7,1,2011,0,22.13,0,0
Blue tit,,7,1,2011,1,12.76,0,0
Chaffinch,M,7,1,2011,1,23.89,0,0
Blue tit,,7,1,2011,1,11.56,0,0
Goldfinch,F,7,1,2011,0,14.73,0,0
Goldfinch,F,7,1,2011,0,17.74,0,0
Goldfinch,M,7,1,2011,0,18.8,0,0
Blue tit,,7,1,2011,1,11.62,0,0
Blue tit,,7,1,2011,1,12.65,0,0
Great tit,M,7,1,2011,1,20.86,0,0
Great tit,F,7,1,2011,1,20.71,0,0
Blue tit,,7,1,2011,1,12.03,0,0
Goldfinch,M,7,1,2011,1,17.24,0,0
Blue tit,,7,1,2011,0,12.56,0,0
Coal tit,,7,1,2011,1,10.18,0,0
Siskin,F,7,1,2011,1,14.47,0,0
Goldfinch,M,7,1,2011,0,17.78,0,0
Goldfinch,F,7,1,2011,0,15.89,0,0
Goldfinch,M,7,1,2011,0,16.96,0,0
Goldfinch,M,7,1,2011,0,18.01,0,0
Blue tit,,7,1,2011,1,12.15,0,0
Dunnock,,7,1,2011,1,22.63,0,0
Goldfinch,M,7,1,2011,0,17.83,0,0
Goldfinch,F,7,1,2011,0,16.39,0,0
Goldfinch,M,7,1,2011,0,18.43,0,0
Blue tit,,7,1,2011,0,11.76,0,0
Siskin,F,7,1,2011,0,15.18,0,0
Goldfinch,F,7,1,2011,0,16.97,0,0
Goldfinch,M,7,1,2011,0,18.01,0,0
Siskin,F,7,1,2011,0,13.4,0,0
Siskin,F,7,1,2011,0,15.55,0,0
Blue tit,,7,1,2011,0,11.75,0,0
Blue tit,,7,1,2011,1,12.75,0,0
Blue tit,,7,1,2011,1,12.91,0,0
Chaffinch,M,7,1,2011,0,23.43,0,0
Chaffinch,M,7,1,2011,0,26,0,0
Chaffinch,M,7,1,2011,0,27.35,0,0
Blue tit,,7,1,2011,1,12.58,0,0
Goldfinch,F,7,1,2011,0,17.24,0,0
Goldfinch,M,7,1,2011,0,17.6,0,0
Goldfinch,F,7,1,2011,0,16.47,0,0
Siskin,M,7,1,2011,1,16.8,0,0
Siskin,M,7,1,2011,1,14.58,0,0
Goldfinch,M,7,1,2011,0,20.06,0,0
Goldfinch,M,7,1,2011,0,18.26,0,0
Goldfinch,M,7,1,2011,0,14.78,0,0
Blue tit,,7,1,2011,1,12.29,0,0
Blue tit,,7,1,2011,0,11.26,0,0
Coal tit,,7,1,2011,1,9.99,0,0
Goldfinch,M,7,1,2011,0,17.69,0,0
Blue tit,,7,1,2011,1,11.66,0,0
Great tit,M,7,1,2011,1,21.35,0,0
Great tit,M,7,1,2011,1,21.51,0,0
Chaffinch,F,7,1,2011,0,21.6,0,0
Blue tit,,12,1,2011,0,11.54,0,0
Coal tit,,12,1,2011,1,8.54,0,0
Coal tit,,12,1,2011,1,9.87,0,0
Siskin,F,12,1,2011,0,14.74,0,0
Coal tit,,12,1,2011,1,9.15,0,0
Blue tit,,12,1,2011,1,11.08,0,0
Blue tit,,12,1,2011,1,10.41,0,0
Siskin,M,12,1,2011,0,11.09,0,0
Siskin,F,12,1,2011,0,13.18,0,0
Blue tit,,12,1,2011,0,10.77,0,0
Blue tit,,12,1,2011,1,11.96,0,0
Siskin,M,12,1,2011,0,13.94,0,0
Coal tit,,12,1,2011,1,8.76,0,0
Great tit,M,12,1,2011,1,20.9,0,0
Siskin,M,12,1,2011,0,14.43,0,0
Chaffinch,F,12,1,2011,0,21.49,0,0
Siskin,F,12,1,2011,0,14.16,0,0
Siskin,M,12,1,2011,0,13.95,0,0
Great tit,F,12,1,2011,1,19.32,0,0
Great tit,F,12,1,2011,1,17.82,0,0
Siskin,F,12,1,2011,0,12.38,0,0
Blue tit,,12,1,2011,1,11.86,0,0
Blue tit,,12,1,2011,1,11.19,0,0
Great tit,F,12,1,2011,1,19.12,0,0
Blue tit,,12,1,2011,1,11.74,0,0
Siskin,M,12,1,2011,0,11.57,0,0
Siskin,M,12,1,2011,0,15.64,0,0
Siskin,M,12,1,2011,0,15.36,0,0
Siskin,F,12,1,2011,0,14.22,0,0
Blue tit,,12,1,2011,1,12.28,0,0
Goldfinch,,12,1,2011,1,14.98,0,0
Blue tit,,12,1,2011,0,10.65,0,0
Blue tit,,12,1,2011,1,12.38,0,0
Blue tit,,12,1,2011,1,11.51,0,0
Chaffinch,F,12,1,2011,1,22.57,0,0
Siskin,F,12,1,2011,0,14.49,0,0
Chaffinch,M,12,1,2011,0,22.92,0,0
Siskin,F,12,1,2011,0,12.47,0,0
Siskin,F,12,1,2011,0,14.62,0,0
Blue tit,,12,1,2011,1,10.74,0,0
Chaffinch,M,12,1,2011,1,23.06,0,0
Siskin,M,12,1,2011,0,13.51,0,0
Siskin,M,12,1,2011,0,14.7,0,0
Blue tit,,12,1,2011,1,11.04,0,0
Blue tit,,12,1,2011,0,11.63,0,0
Blue tit,,12,1,2011,0,11.32,0,0
Great tit,M,12,1,2011,0,21.5,0,0
Blue tit,,12,1,2011,0,12.51,0,0
Siskin,M,12,1,2011,0,15.35,0,0
Siskin,M,12,1,2011,1,15.02,0,0
Siskin,F,12,1,2011,1,13.6,0,0
Siskin,M,12,1,2011,0,12.77,0,0
Siskin,M,12,1,2011,0,12.08,0,0
Chaffinch,M,12,1,2011,0,22.49,0,0
Siskin,F,12,1,2011,1,13.29,0,0
Siskin,M,12,1,2011,1,14.45,0,0
Siskin,F,12,1,2011,0,10.77,0,0
Goldfinch,M,12,1,2011,0,16.35,0,0
Blue tit,,12,1,2011,1,11.24,0,0
Blue tit,,12,1,2011,0,11.23,0,0
Blue tit,,12,1,2011,0,11.24,0,0
Siskin,F,12,1,2011,1,14.99,0,0
Siskin,M,12,1,2011,0,14.97,0,0
Blue tit,,12,1,2011,1,12.04,0,0
Great tit,M,12,1,2011,1,21.03,0,0
Blue tit,,12,1,2011,1,12.57,0,0
Goldfinch,M,12,1,2011,0,15.99,0,0
Chaffinch,F,12,1,2011,0,21.18,0,0
Goldfinch,F,12,1,2011,1,18.64,0,0
Siskin,M,12,1,2011,0,14.11,0,0
Blackbird,M,12,1,2011,0,167,20,0
Blue tit,,12,1,2011,1,11.13,0,0
Blue tit,,12,1,2011,0,11.89,0,0
Siskin,M,12,1,2011,0,13.19,0,0
Blue tit,,12,1,2011,0,12.42,0,0
Siskin,M,12,1,2011,0,14.95,0,0
Siskin,M,12,1,2011,0,15.28,0,0
Siskin,M,12,1,2011,0,14.18,0,0
Siskin,F,12,1,2011,0,14.65,0,0
Siskin,F,12,1,2011,0,13.03,0,0
Siskin,M,12,1,2011,0,14.77,0,0
Blue tit,,12,1,2011,0,10.98,0,0
Chaffinch,M,12,1,2011,0,24.14,0,0
Chaffinch,M,12,1,2011,0,20.83,0,0
Siskin,M,12,1,2011,0,13.3,0,0
Coal tit,,19,1,2011,1,9.58,0,0
Chaffinch,M,19,1,2011,0,18.34,0,0
Chaffinch,M,19,1,2011,0,23.4,0,0
Chaffinch,F,19,1,2011,0,21.05,0,0
Dunnock,,19,1,2011,1,25.04,0,0
Siskin,M,19,1,2011,0,12.75,0,0
Siskin,F,19,1,2011,0,12.82,0,0
Siskin,M,19,1,2011,0,14.3,0,0
Siskin,M,19,1,2011,1,14.64,0,0
Siskin,F,19,1,2011,0,11.75,0,0
Blue tit,,19,1,2011,0,10.47,0,0
Blue tit,,19,1,2011,0,11.57,0,0
Blue tit,,19,1,2011,0,9.57,0,0
Siskin,F,19,1,2011,1,11.84,0,0
Siskin,M,19,1,2011,0,11.07,0,0
Siskin,M,19,1,2011,0,13.51,0,0
Siskin,M,19,1,2011,0,13.66,0,0
Blue tit,,19,1,2011,1,11.02,0,0
Blue tit,,19,1,2011,1,10.83,0,0
Blue tit,,19,1,2011,1,10.03,0,0
Siskin,M,19,1,2011,0,12.86,0,0
Siskin,M,19,1,2011,0,14.12,0,0
Siskin,F,19,1,2011,0,13.12,0,0
Chaffinch,M,19,1,2011,0,24.17,0,0
Blue tit,,19,1,2011,0,10.31,0,0
Goldfinch,F,19,1,2011,0,15.94,0,0
Blue tit,,19,1,2011,0,10.94,0,0
Dunnock,,19,1,2011,1,25.14,0,0
Blue tit,,19,1,2011,0,10.98,0,0
Siskin,M,19,1,2011,0,13.18,0,0
Siskin,M,19,1,2011,0,13.39,0,0
Blue tit,,19,1,2011,0,11.14,0,0
Blue tit,,19,1,2011,0,10.5,0,0
Dunnock,,19,1,2011,0,21.91,0,0
Blue tit,,19,1,2011,0,10.98,0,0
Siskin,M,19,1,2011,0,13.91,0,0
Siskin,M,19,1,2011,0,13.96,0,0
Siskin,F,19,1,2011,0,15.53,0,0
Goldfinch,M,19,1,2011,0,16.32,0,0
Siskin,M,19,1,2011,0,14.85,0,0
Goldfinch,M,19,1,2011,0,19.26,0,0
Siskin,M,19,1,2011,0,12.09,0,0
Siskin,M,19,1,2011,0,13.92,0,0
Siskin,F,19,1,2011,0,13.7,0,0
Goldfinch,F,19,1,2011,0,14.59,0,0
Siskin,M,19,1,2011,0,15.97,0,0
Siskin,M,19,1,2011,0,10.88,0,0
Siskin,M,19,1,2011,0,12.63,0,0
Blue tit,,19,1,2011,0,10.32,0,0
Blue tit,,19,1,2011,0,10.18,0,0
Blue tit,,19,1,2011,0,10.7,0,0
Goldfinch,M,19,1,2011,0,17.34,0,0
Siskin,F,19,1,2011,1,11.72,0,0
Siskin,M,19,1,2011,0,14.19,0,0
Goldfinch,F,19,1,2011,1,16.54,0,0
Blue tit,,19,1,2011,1,10.56,0,0
Chaffinch,M,19,1,2011,0,24.73,0,0
Siskin,M,19,1,2011,0,12.89,0,0
Blue tit,,19,1,2011,1,11.28,0,0
Chaffinch,M,19,1,2011,0,23.95,0,0
Siskin,M,19,1,2011,0,13.19,0,0
Siskin,M,19,1,2011,0,12.49,0,0
Great tit,F,19,1,2011,1,19.22,0,0
Siskin,M,19,1,2011,0,12.3,0,0
Siskin,F,19,1,2011,0,11.58,0,0
Siskin,M,19,1,2011,0,13.54,0,0
Siskin,F,19,1,2011,0,12.82,0,0
Blue tit,,19,1,2011,0,11.32,0,0
Goldfinch,M,19,1,2011,0,15.96,0,0
Siskin,M,19,1,2011,0,15.53,0,0
Siskin,M,19,1,2011,0,13.44,0,0
Siskin,M,19,1,2011,0,14.28,0,0
Siskin,F,19,1,2011,0,14.02,0,0
Goldfinch,F,19,1,2011,1,14.48,0,0
Chaffinch,F,19,1,2011,0,24.28,0,0
Chaffinch,F,19,1,2011,0,21.86,0,0
Siskin,M,19,1,2011,0,11.24,0,0
Siskin,F,19,1,2011,0,13.49,0,0
Goldfinch,M,19,1,2011,0,16.63,0,0
Siskin,M,19,1,2011,0,13.73,0,0
Siskin,M,19,1,2011,0,15.57,0,0
Siskin,F,19,1,2011,0,14.55,0,0
Blue tit,,19,1,2011,0,11.02,0,0
Blue tit,,19,1,2011,1,11.32,0,0
Blue tit,,19,1,2011,1,11.17,0,0
Blue tit,,19,1,2011,0,11.26,0,0
Great tit,F,19,1,2011,0,19.38,0,0
Goldfinch,M,19,1,2011,1,14.84,0,0
Chaffinch,F,19,1,2011,0,20.07,0,0
Great tit,M,19,1,2011,1,19.59,0,0
Blue tit,,19,1,2011,0,11.1,0,0
Siskin,M,19,1,2011,1,13.37,0,0
Siskin,M,19,1,2011,0,12.85,0,0
Goldfinch,M,19,1,2011,0,16.43,0,0
Goldfinch,M,19,1,2011,1,15.44,0,0
Blue tit,,19,1,2011,0,10.76,0,0
Blue tit,,19,1,2011,1,11.12,0,0
Blue tit,,19,1,2011,1,11.28,0,0
Chaffinch,M,19,1,2011,1,24.07,0,0
Blue tit,,19,1,2011,1,11.17,0,0
Blue tit,,19,1,2011,1,12.31,0,0
Chaffinch,F,19,1,2011,0,20.21,0,0
Goldfinch,M,19,1,2011,0,17.78,0,0
Chaffinch,F,19,1,2011,0,20.51,0,0
Great tit,M,19,1,2011,1,20.17,0,0
Chaffinch,M,19,1,2011,0,23.91,0,0
Blue tit,,19,1,2011,1,11.31,0,0
Blue tit,,19,1,2011,1,10.89,0,0
Goldfinch,F,19,1,2011,0,16.49,0,0
Goldfinch,M,19,1,2011,1,17.03,0,0
Goldfinch,F,19,1,2011,1,16.46,0,0
Goldfinch,F,19,1,2011,0,15.91,0,0
Blue tit,,19,1,2011,0,11.6,0,0
Blue tit,,19,1,2011,1,11.85,0,0
Blue tit,,19,1,2011,1,10.68,0,0
Great tit,M,19,1,2011,0,20.22,0,0
Blue tit,,19,1,2011,1,12.3,0,0
Blue tit,,19,1,2011,1,10.67,0,0
Goldfinch,M,19,1,2011,0,17.85,0,0
Blue tit,,19,1,2011,0,11.3,0,0
Blue tit,,19,1,2011,0,11.03,0,0
Chaffinch,M,19,1,2011,0,26.35,0,0
Goldfinch,M,19,1,2011,1,17.45,0,0
Chaffinch,M,19,1,2011,0,21.85,0,0
Goldfinch,F,19,1,2011,0,16.77,0,0
Goldfinch,F,19,1,2011,0,18.06,0,0
Chaffinch,F,19,1,2011,0,20.8,0,0
Goldfinch,M,19,1,2011,0,17.42,0,0
Siskin,F,19,1,2011,0,9.35,0,0
Goldfinch,F,19,1,2011,1,16.75,0,0
Siskin,M,19,1,2011,0,12.47,0,0
Chaffinch,M,19,1,2011,0,22.77,0,0
Chaffinch,F,19,1,2011,0,23.17,0,0
Chaffinch,F,19,1,2011,0,23.04,0,0
Blue tit,,19,1,2011,1,11.7,0,0
Chaffinch,M,19,1,2011,0,23.3,0,0
Chaffinch,F,19,1,2011,0,23.48,0,0
Chaffinch,M,19,1,2011,0,24.6,0,0
Blue tit,,19,1,2011,1,10.4,0,0
Chaffinch,F,19,1,2011,0,22.38,0,0
Chaffinch,M,19,1,2011,0,23.19,0,0
Chaffinch,M,19,1,2011,0,25.87,0,0
Blue tit,,19,1,2011,0,12.05,0,0
Blue tit,,19,1,2011,0,11.37,0,0
Goldfinch,M,19,1,2011,1,17.16,0,0
Chaffinch,F,19,1,2011,0,23.19,0,0
Blue tit,,19,1,2011,1,11.82,0,0
Chaffinch,M,19,1,2011,0,23.08,0,0
Chaffinch,F,19,1,2011,0,21.83,0,0
Goldfinch,F,19,1,2011,0,15.84,0,0
Coal tit,,23,1,2011,1,8.77,0,0
Blue tit,,23,1,2011,1,10.74,0,0
Blue tit,,23,1,2011,1,11.02,0,0
Chaffinch,M,23,1,2011,0,23.65,0,0
Goldfinch,M,23,1,2011,1,17,0,0
Blue tit,,23,1,2011,1,10.94,0,0
Goldfinch,M,23,1,2011,0,18.47,0,0
Goldfinch,F,23,1,2011,1,15.49,0,0
Blue tit,,23,1,2011,1,10.5,0,0
Blue tit,,23,1,2011,1,9.95,0,0
Siskin,M,23,1,2011,0,13.11,0,0
Chaffinch,M,23,1,2011,0,21.31,0,0
Coal tit,,23,1,2011,1,9.06,0,0
Blue tit,,23,1,2011,1,10.88,0,0
Blue tit,,23,1,2011,1,11,0,0
Blue tit,,23,1,2011,0,11.26,0,0
Blue tit,,23,1,2011,0,10.1,0,0
Blue tit,,23,1,2011,0,11.41,0,0
Blue tit,,23,1,2011,0,11.29,0,0
Siskin,M,23,1,2011,0,14.18,0,0
Goldfinch,F,23,1,2011,1,15.24,0,0
Blue tit,,23,1,2011,0,9.93,0,0
Goldfinch,M,23,1,2011,1,19.03,0,0
Great tit,M,23,1,2011,0,19.9,0,0
Blue tit,,23,1,2011,0,12.12,0,0
Great tit,F,23,1,2011,0,19.69,0,0
Blue tit,,23,1,2011,0,11.97,0,0
Blue tit,,23,1,2011,1,10.87,0,0
Blue tit,,23,1,2011,0,11.33,0,0
Coal tit,,23,1,2011,1,9.56,0,0
Great tit,F,23,1,2011,1,19.67,0,0
Blue tit,,23,1,2011,0,10.06,0,0
Blue tit,,23,1,2011,0,10.93,0,0
Blue tit,,23,1,2011,0,11.26,0,0
Robin,,23,1,2011,1,21.59,0,0
Goldfinch,F,23,1,2011,1,15.62,0,0
Goldfinch,M,23,1,2011,0,16.16,0,0
Chaffinch,M,23,1,2011,0,22.59,0,0
Blue tit,,23,1,2011,0,12.8,0,0
Blue tit,,23,1,2011,0,12.73,0,0
Blue tit,,23,1,2011,0,11.21,0,0
Great tit,F,23,1,2011,0,19.56,0,0
Blue tit,,23,1,2011,0,10.64,0,0
Blue tit,,23,1,2011,1,11.67,0,0
Siskin,M,23,1,2011,1,15.55,0,0
Goldfinch,M,23,1,2011,1,16.64,0,0
Coal tit,,23,1,2011,0,9.17,0,0
Goldfinch,F,23,1,2011,0,16.85,0,0
Goldfinch,M,23,1,2011,1,18.87,0,0
Goldfinch,F,23,1,2011,0,15.43,0,0
Chaffinch,M,23,1,2011,0,23.71,0,0
Siskin,F,23,1,2011,0,15.56,0,0
Goldfinch,F,23,1,2011,1,17.28,0,0
Blue tit,,23,1,2011,0,11.36,0,0
Coal tit,,23,1,2011,1,9.95,0,0
Great tit,M,23,1,2011,0,19.49,0,0
Goldfinch,F,23,1,2011,0,17.48,0,0
Blue tit,,23,1,2011,0,11.41,0,0
Goldfinch,F,23,1,2011,1,17.45,0,0
Siskin,F,23,1,2011,0,13.35,0,0
Goldfinch,M,23,1,2011,0,16.16,0,0
Blue tit,,23,1,2011,0,11.33,0,0
Blue tit,,23,1,2011,0,11.03,0,0
Blue tit,,23,1,2011,0,10.69,0,0
Goldfinch,F,23,1,2011,1,15.63,0,0
Goldfinch,F,23,1,2011,1,16.97,0,0
Chaffinch,M,23,1,2011,0,21.52,0,0
Goldfinch,F,23,1,2011,1,15.03,0,0
Chaffinch,F,23,1,2011,0,21.87,0,0
Blue tit,,23,1,2011,0,11.8,0,0
Goldfinch,F,23,1,2011,1,14.27,0,0
Blue tit,,23,1,2011,1,12.1,0,0
Dunnock,,23,1,2011,1,24.34,0,0
Blue tit,,23,1,2011,0,11.19,0,0
Blue tit,,23,1,2011,1,11.73,0,0
Blue tit,,15,2,2011,0,10.68,0,0
Siskin,F,15,2,2011,0,12.33,0,0
Chaffinch,M,15,2,2011,0,24.54,0,0
Coal tit,,15,2,2011,1,9.38,0,0
Blue tit,,15,2,2011,0,11.63,0,0
Siskin,M,15,2,2011,0,10.43,0,0
Chaffinch,F,15,2,2011,0,20.15,0,0
Chaffinch,F,15,2,2011,0,22.52,0,0
Chaffinch,M,15,2,2011,0,22.5,0,0
Siskin,M,15,2,2011,0,13.26,0,0
Blue tit,,15,2,2011,0,10.89,0,0
Blue tit,,15,2,2011,0,11.67,0,0
Coal tit,,15,2,2011,0,8.78,0,0
Siskin,F,15,2,2011,0,12.55,0,0
Chaffinch,F,15,2,2011,1,17.24,0,0
Chaffinch,M,15,2,2011,0,21.08,0,0
Siskin,F,15,2,2011,0,10.45,0,0
Great tit,F,15,2,2011,0,18.84,0,0
Siskin,M,15,2,2011,0,13.88,0,0
Siskin,M,15,2,2011,0,12.02,0,0
Siskin,F,15,2,2011,0,13.19,0,0
Siskin,M,15,2,2011,0,12.02,0,0
Blue tit,,15,2,2011,1,11.52,0,0
Blue tit,,15,2,2011,0,11.4,0,0
Great tit,F,15,2,2011,0,18.49,0,0
Siskin,M,15,2,2011,0,12.64,0,0
Coal tit,,15,2,2011,0,9,0,0
Chaffinch,F,15,2,2011,0,21.24,0,0
Blue tit,,15,2,2011,0,11.72,0,0
Siskin,M,15,2,2011,0,14,0,0
Siskin,F,15,2,2011,1,12.5,0,0
Siskin,M,15,2,2011,0,14.49,0,0
Siskin,M,15,2,2011,0,13.68,0,0
Blue tit,,15,2,2011,1,11.71,0,0
Chaffinch,F,15,2,2011,0,19.81,0,0
Siskin,M,15,2,2011,0,13.89,0,0
Goldfinch,F,15,2,2011,0,16.05,0,0
Blue tit,,15,2,2011,0,11.61,0,0
Siskin,M,15,2,2011,0,11.85,0,0
Siskin,M,15,2,2011,0,13.98,0,0
Siskin,F,15,2,2011,0,12.02,0,0
Chaffinch,M,15,2,2011,0,20.83,0,0
Siskin,M,15,2,2011,0,12.49,0,0
Blue tit,,15,2,2011,0,11.76,0,0
Goldfinch,M,15,2,2011,1,16.04,0,0
Chaffinch,F,15,2,2011,0,24.09,0,0
Chaffinch,M,15,2,2011,0,23.93,0,0
Siskin,F,15,2,2011,1,11.95,0,0
Siskin,F,15,2,2011,0,12.95,0,0
Siskin,F,15,2,2011,0,11.79,0,0
Goldfinch,F,15,2,2011,0,15.44,0,0
Siskin,F,15,2,2011,0,13.61,0,0
Siskin,M,15,2,2011,0,11.79,0,0
Siskin,F,15,2,2011,0,11.91,0,0
Blue tit,,15,2,2011,0,10.67,0,0
Siskin,M,15,2,2011,0,12.43,0,0
Siskin,F,15,2,2011,1,12.97,0,0
Siskin,F,15,2,2011,0,12.46,0,0
Siskin,M,15,2,2011,0,12.92,0,0
Siskin,M,15,2,2011,0,13.74,0,0
Siskin,M,15,2,2011,0,11.49,0,0
Siskin,M,15,2,2011,0,13.61,0,0
Chaffinch,F,15,2,2011,0,22.66,0,0
Great tit,F,15,2,2011,1,18,0,0
Blue tit,,15,2,2011,1,11.54,0,0
Siskin,M,15,2,2011,0,13.49,0,0
Goldfinch,M,15,2,2011,1,17.81,0,0
Siskin,M,15,2,2011,0,13.78,0,0
Siskin,F,15,2,2011,0,12.95,0,0
Siskin,M,15,2,2011,0,13.54,0,0
Siskin,M,15,2,2011,0,14,0,0
Siskin,F,15,2,2011,0,13.05,0,0
Siskin,M,15,2,2011,0,14.09,0,0
Siskin,M,15,2,2011,0,12.5,0,0
Siskin,F,15,2,2011,0,14.44,0,0
Siskin,M,15,2,2011,0,13.3,0,0
Siskin,M,15,2,2011,0,14.46,0,0
Siskin,F,15,2,2011,0,13.32,0,0
Blue tit,,15,2,2011,0,10.94,0,0
Goldfinch,M,15,2,2011,0,15.68,0,0
Siskin,M,15,2,2011,0,11.98,0,0
Blue tit,,15,2,2011,0,10.75,0,0
Blue tit,,15,2,2011,0,11.62,0,0
Siskin,M,15,2,2011,0,15,0,0
Siskin,M,15,2,2011,0,11.64,0,0
Goldfinch,M,15,2,2011,0,17.37,0,0
Siskin,F,15,2,2011,0,13.23,0,0
Siskin,M,15,2,2011,0,15.08,0,0
Siskin,M,15,2,2011,0,13.4,0,0
Siskin,M,15,2,2011,0,14.09,0,0
Blue tit,,15,2,2011,0,11.37,0,0
Siskin,M,15,2,2011,1,14.63,0,0
Siskin,M,15,2,2011,0,14.24,0,0
Siskin,F,15,2,2011,0,13.65,0,0
Goldfinch,M,15,2,2011,1,14.64,0,0
Siskin,F,15,2,2011,0,12.25,0,0
Siskin,M,15,2,2011,0,12.96,0,0
Siskin,M,15,2,2011,0,14.75,0,0
Goldfinch,M,15,2,2011,0,15.87,0,0
Siskin,F,15,2,2011,1,10.43,0,0
Siskin,M,15,2,2011,0,14.86,0,0
Siskin,M,15,2,2011,0,14.6,0,0
Blue tit,,15,2,2011,1,10.14,0,0
Chaffinch,F,15,2,2011,1,19.8,0,0
Goldfinch,F,15,2,2011,0,15.78,0,0
Siskin,F,15,2,2011,0,11.65,0,0
Chaffinch,F,15,2,2011,0,20.57,0,0
Siskin,F,15,2,2011,0,12.29,0,0
Siskin,M,15,2,2011,0,14.38,0,0
Goldfinch,F,15,2,2011,0,16.2,0,0
Goldfinch,M,15,2,2011,0,17.28,0,0
Siskin,M,15,2,2011,0,13.78,0,0
Siskin,F,15,2,2011,0,13.27,0,0
Siskin,F,15,2,2011,0,13.1,0,0
Siskin,M,15,2,2011,0,14.88,0,0
Siskin,M,15,2,2011,0,14.79,0,0
Siskin,M,15,2,2011,0,12.82,0,0
Siskin,M,15,2,2011,0,13.74,0,0
Siskin,F,15,2,2011,0,13.18,0,0
Siskin,F,15,2,2011,0,14.65,0,0
Siskin,F,15,2,2011,0,13.47,0,0
Siskin,F,15,2,2011,0,12.7,0,0
Siskin,M,15,2,2011,0,12.93,0,0
Siskin,M,15,2,2011,0,13.03,0,0
Siskin,M,15,2,2011,0,12.57,0,0
Siskin,M,15,2,2011,0,12.99,0,0
Siskin,M,15,2,2011,0,14.01,0,0
Siskin,F,15,2,2011,0,12.09,0,0
Siskin,F,15,2,2011,0,11.32,0,0
Siskin,F,15,2,2011,0,12.74,0,0
Siskin,M,15,2,2011,0,13.6,0,0
Siskin,F,15,2,2011,0,12.49,0,0
Siskin,M,15,2,2011,0,12.65,0,0
Siskin,F,15,2,2011,0,13.26,0,0
Coal tit,,15,2,2011,0,9.23,0,0
